trade_date,captured_at,captured_time,sector_type,sector_code,sector_name,change_pct,main_net_inflow_yuan,main_net_inflow_billion,main_net_ratio,super_large_net_inflow_yuan,large_net_inflow_yuan,medium_net_inflow_yuan,small_net_inflow_yuan,leading_stock,source,data_mode
2026-01-16,2026-01-16 09:35:00,09:35:00,行业资金流,801160,电力,-0.82,-1600000000.0,-16.0,-2.0,-832000000.0,-448000000.00000006,208000000.0,144000000.0,示例电力,SAMPLE,SAMPLE
2026-01-16,2026-01-16 09:35:00,09:35:00,行业资金流,801161,公用事业,-0.51,-1420000000.0,-14.2,-1.77,-738400000.0,-397600000.00000006,184600000.0,127800000.0,示例公用,SAMPLE,SAMPLE
2026-01-16,2026-01-16 09:35:00,09:35:00,行业资金流,801120,食品饮料,-0.48,-2039999999.9999998,-20.4,-2.55,-1060799999.9999999,-571200000.0,265199999.99999997,183599999.99999997,示例消费,SAMPLE,SAMPLE
2026-01-16,2026-01-16 09:35:00,09:35:00,行业资金流,801150,医药生物,-1.02,-2160000000.0,-21.6,-2.7,-1123200000.0,-604800000.0,280800000.0,194400000.0,示例医药,SAMPLE,SAMPLE
2026-01-16,2026-01-16 09:35:00,09:35:00,行业资金流,801151,医疗器械,-0.64,-1780000000.0,-17.8,-2.23,-925600000.0,-498400000.00000006,231400000.0,160200000.0,示例器械,SAMPLE,SAMPLE
2026-01-16,2026-01-16 09:35:00,09:35:00,行业资金流,801740,国防军工,-0.43,-1900000000.0,-19.0,-2.38,-988000000.0,-532000000.00000006,247000000.0,171000000.0,示例军工,SAMPLE,SAMPLE
2026-01-16,2026-01-16 09:35:00,09:35:00,行业资金流,801193,证券Ⅱ,-0.65,-1120000000.0,-11.2,-1.4,-582400000.0,-313600000.00000006,145600000.0,100800000.0,示例证券,SAMPLE,SAMPLE
2026-01-16,2026-01-16 09:35:00,09:35:00,行业资金流,801194,保险Ⅱ,-0.48,-1340000000.0,-13.4,-1.68,-696800000.0,-375200000.00000006,174200000.0,120600000.0,示例保险,SAMPLE,SAMPLE
2026-01-16,2026-01-16 10:30:00,10:30:00,行业资金流,801080,半导体,0.19,1240000000.0,12.4,1.55,644800000.0,347200000.00000006,-161200000.0,-111600000.0,示例芯片,SAMPLE,SAMPLE
2026-01-16,2026-01-16 10:30:00,10:30:00,行业资金流,801081,电子,0.11,320000000.0,3.2,0.4,166400000.0,89600000.00000001,-41600000.0,-28800000.0,示例电子,SAMPLE,SAMPLE
2026-01-16,2026-01-16 10:30:00,10:30:00,行业资金流,801770,通信,0.32,200000000.0,2.0,0.25,104000000.0,56000000.00000001,-26000000.0,-18000000.0,示例通信,SAMPLE,SAMPLE
2026-01-16,2026-01-16 10:30:00,10:30:00,行业资金流,801771,通信设备,0.06,880000000.0000001,8.8,1.1,457600000.00000006,246400000.00000006,-114400000.00000001,-79200000.00000001,示例光模块,SAMPLE,SAMPLE
2026-01-16,2026-01-16 10:30:00,10:30:00,行业资金流,801750,计算机,-0.01,-40000000.0,-0.4,-0.05,-20800000.0,-11200000.000000002,5200000.0,3600000.0,示例软件,SAMPLE,SAMPLE
2026-01-16,2026-01-16 10:30:00,10:30:00,行业资金流,801760,传媒,-0.24,-1360000000.0,-13.6,-1.7,-707200000.0,-380800000.00000006,176800000.0,122400000.0,示例传媒,SAMPLE,SAMPLE
2026-01-16,2026-01-16 10:30:00,10:30:00,行业资金流,801751,软件开发,-0.46,-580000000.0,-5.8,-0.72,-301600000.0,-162400000.00000003,75400000.0,52200000.0,示例平台,SAMPLE,SAMPLE
2026-01-16,2026-01-16 10:30:00,10:30:00,行业资金流,801730,电池,-1.21,-3400000000.0,-34.0,-4.25,-1768000000.0,-952000000.0000001,442000000.0,306000000.0,示例电池,SAMPLE,SAMPLE
2026-01-16,2026-01-16 10:30:00,10:30:00,行业资金流,801731,电力设备,-1.22,-4120000000.0000005,-41.2,-5.15,-2142400000.0000002,-1153600000.0000002,535600000.00000006,370800000.0,示例电气,SAMPLE,SAMPLE
2026-01-16,2026-01-16 10:30:00,10:30:00,行业资金流,801732,光伏设备,-1.34,-3040000000.0,-30.4,-3.8,-1580800000.0,-851200000.0000001,395200000.0,273600000.0,示例光伏,SAMPLE,SAMPLE
2026-01-16,2026-01-16 10:30:00,10:30:00,行业资金流,801780,银行,-0.27,-760000000.0,-7.6,-0.95,-395200000.0,-212800000.00000003,98800000.0,68400000.0,示例银行,SAMPLE,SAMPLE
2026-01-16,2026-01-16 10:30:00,10:30:00,行业资金流,801950,煤炭,-0.06,-880000000.0000001,-8.8,-1.1,-457600000.00000006,-246400000.00000006,114400000.00000001,79200000.00000001,示例煤炭,SAMPLE,SAMPLE
2026-01-16,2026-01-16 10:30:00,10:30:00,行业资金流,801160,电力,-0.71,-1300000000.0,-13.0,-1.62,-676000000.0,-364000000.00000006,169000000.0,117000000.0,示例电力,SAMPLE,SAMPLE
2026-01-16,2026-01-16 10:30:00,10:30:00,行业资金流,801161,公用事业,-0.47,-1320000000.0,-13.2,-1.65,-686400000.0,-369600000.00000006,171600000.0,118800000.0,示例公用,SAMPLE,SAMPLE
2026-01-16,2026-01-16 10:30:00,10:30:00,行业资金流,801120,食品饮料,-0.59,-2340000000.0,-23.4,-2.92,-1216800000.0,-655200000.0000001,304200000.0,210600000.0,示例消费,SAMPLE,SAMPLE
2026-01-16,2026-01-16 10:30:00,10:30:00,行业资金流,801150,医药生物,-1.16,-2560000000.0,-25.6,-3.2,-1331200000.0,-716800000.0000001,332800000.0,230400000.0,示例医药,SAMPLE,SAMPLE
2026-01-16,2026-01-16 10:30:00,10:30:00,行业资金流,801151,医疗器械,-0.78,-2180000000.0,-21.8,-2.73,-1133600000.0,-610400000.0,283400000.0,196200000.0,示例器械,SAMPLE,SAMPLE
2026-01-16,2026-01-16 10:30:00,10:30:00,行业资金流,801740,国防军工,-0.32,-1600000000.0,-16.0,-2.0,-832000000.0,-448000000.00000006,208000000.0,144000000.0,示例军工,SAMPLE,SAMPLE
2026-01-16,2026-01-16 10:30:00,10:30:00,行业资金流,801193,证券Ⅱ,-0.44,-520000000.0,-5.2,-0.65,-270400000.0,-145600000.0,67600000.0,46800000.0,示例证券,SAMPLE,SAMPLE
2026-01-16,2026-01-16 10:30:00,10:30:00,行业资金流,801194,保险Ⅱ,-0.34,-940000000.0,-9.4,-1.18,-488800000.0,-263200000.00000003,122200000.0,84600000.0,示例保险,SAMPLE,SAMPLE
2026-01-16,2026-01-16 11:20:00,11:20:00,行业资金流,801080,半导体,0.55,2240000000.0,22.4,2.8,1164800000.0,627200000.0000001,-291200000.0,-201600000.0,示例芯片,SAMPLE,SAMPLE
2026-01-16,2026-01-16 11:20:00,11:20:00,行业资金流,801081,电子,0.36,1019999999.9999999,10.2,1.27,530399999.99999994,285600000.0,-132599999.99999999,-91799999.99999999,示例电子,SAMPLE,SAMPLE
2026-01-16,2026-01-16 11:20:00,11:20:00,行业资金流,801770,通信,0.61,1000000000.0,10.0,1.25,520000000.0,280000000.0,-130000000.0,-90000000.0,示例通信,SAMPLE,SAMPLE
2026-01-16,2026-01-16 11:20:00,11:20:00,行业资金流,801771,通信设备,0.49,2080000000.0,20.8,2.6,1081600000.0,582400000.0,-270400000.0,-187200000.0,示例光模块,SAMPLE,SAMPLE
2026-01-16,2026-01-16 11:20:00,11:20:00,行业资金流,801750,计算机,0.2,560000000.0,5.6,0.7,291200000.0,156800000.00000003,-72800000.0,-50400000.0,示例软件,SAMPLE,SAMPLE
2026-01-16,2026-01-16 11:20:00,11:20:00,行业资金流,801760,传媒,-0.02,-760000000.0,-7.6,-0.95,-395200000.0,-212800000.00000003,98800000.0,68400000.0,示例传媒,SAMPLE,SAMPLE
2026-01-16,2026-01-16 11:20:00,11:20:00,行业资金流,801751,软件开发,-0.28,-80000000.0,-0.8,-0.1,-41600000.0,-22400000.000000004,10400000.0,7200000.0,示例平台,SAMPLE,SAMPLE
2026-01-16,2026-01-16 11:20:00,11:20:00,行业资金流,801730,电池,-1.5,-4200000000.0,-42.0,-5.25,-2184000000.0,-1176000000.0,546000000.0,378000000.0,示例电池,SAMPLE,SAMPLE
2026-01-16,2026-01-16 11:20:00,11:20:00,行业资金流,801731,电力设备,-1.58,-5120000000.0,-51.2,-6.4,-2662400000.0,-1433600000.0000002,665600000.0,460800000.0,示例电气,SAMPLE,SAMPLE
2026-01-16,2026-01-16 11:20:00,11:20:00,行业资金流,801732,光伏设备,-1.55,-3640000000.0,-36.4,-4.55,-1892800000.0,-1019200000.0000001,473200000.0,327600000.0,示例光伏,SAMPLE,SAMPLE
2026-01-16,2026-01-16 11:20:00,11:20:00,行业资金流,801780,银行,-0.16,-459999999.99999994,-4.6,-0.57,-239199999.99999997,-128800000.0,59799999.99999999,41399999.99999999,示例银行,SAMPLE,SAMPLE
2026-01-16,2026-01-16 11:20:00,11:20:00,行业资金流,801950,煤炭,0.08,-480000000.0,-4.8,-0.6,-249600000.0,-134400000.0,62400000.0,43200000.0,示例煤炭,SAMPLE,SAMPLE
2026-01-16,2026-01-16 11:20:00,11:20:00,行业资金流,801160,电力,-0.64,-1100000000.0,-11.0,-1.38,-572000000.0,-308000000.0,143000000.0,99000000.0,示例电力,SAMPLE,SAMPLE
2026-01-16,2026-01-16 11:20:00,11:20:00,行业资金流,801161,公用事业,-0.4,-1120000000.0,-11.2,-1.4,-582400000.0,-313600000.00000006,145600000.0,100800000.0,示例公用,SAMPLE,SAMPLE
2026-01-16,2026-01-16 11:20:00,11:20:00,行业资金流,801120,食品饮料,-0.73,-2740000000.0,-27.4,-3.42,-1424800000.0,-767200000.0000001,356200000.0,246600000.0,示例消费,SAMPLE,SAMPLE
2026-01-16,2026-01-16 11:20:00,11:20:00,行业资金流,801150,医药生物,-1.31,-2960000000.0,-29.6,-3.7,-1539200000.0,-828800000.0000001,384800000.0,266400000.0,示例医药,SAMPLE,SAMPLE
2026-01-16,2026-01-16 11:20:00,11:20:00,行业资金流,801151,医疗器械,-0.89,-2480000000.0,-24.8,-3.1,-1289600000.0,-694400000.0000001,322400000.0,223200000.0,示例器械,SAMPLE,SAMPLE
2026-01-16,2026-01-16 11:20:00,11:20:00,行业资金流,801740,国防军工,-0.11,-1000000000.0,-10.0,-1.25,-520000000.0,-280000000.0,130000000.0,90000000.0,示例军工,SAMPLE,SAMPLE
2026-01-16,2026-01-16 11:20:00,11:20:00,行业资金流,801193,证券Ⅱ,-0.29,-120000000.0,-1.2,-0.15,-62400000.0,-33600000.0,15600000.0,10800000.0,示例证券,SAMPLE,SAMPLE
2026-01-16,2026-01-16 11:20:00,11:20:00,行业资金流,801194,保险Ⅱ,-0.23,-640000000.0,-6.4,-0.8,-332800000.0,-179200000.00000003,83200000.0,57600000.0,示例保险,SAMPLE,SAMPLE
2026-01-16,2026-01-16 13:30:00,13:30:00,行业资金流,801080,半导体,1.05,3640000000.0,36.4,4.55,1892800000.0,1019200000.0000001,-473200000.0,-327600000.0,示例芯片,SAMPLE,SAMPLE
2026-01-16,2026-01-16 13:30:00,13:30:00,行业资金流,801081,电子,0.76,2120000000.0,21.2,2.65,1102400000.0,593600000.0,-275600000.0,-190800000.0,示例电子,SAMPLE,SAMPLE
2026-01-16,2026-01-16 13:30:00,13:30:00,行业资金流,801770,通信,1.11,2400000000.0,24.0,3.0,1248000000.0,672000000.0000001,-312000000.0,-216000000.0,示例通信,SAMPLE,SAMPLE
2026-01-16,2026-01-16 13:30:00,13:30:00,行业资金流,801771,通信设备,0.99,3479999999.9999995,34.8,4.35,1809599999.9999998,974400000.0,-452399999.99999994,-313199999.99999994,示例光模块,SAMPLE,SAMPLE
2026-01-16,2026-01-16 13:30:00,13:30:00,行业资金流,801750,计算机,0.45,1260000000.0,12.6,1.57,655200000.0,352800000.00000006,-163800000.0,-113400000.0,示例软件,SAMPLE,SAMPLE
2026-01-16,2026-01-16 13:30:00,13:30:00,行业资金流,801760,传媒,0.23,-60000000.0,-0.6,-0.07,-31200000.0,-16800000.0,7800000.0,5400000.0,示例传媒,SAMPLE,SAMPLE
2026-01-16,2026-01-16 13:30:00,13:30:00,行业资金流,801751,软件开发,-0.06,520000000.0,5.2,0.65,270400000.0,145600000.0,-67600000.0,-46800000.0,示例平台,SAMPLE,SAMPLE
2026-01-16,2026-01-16 13:30:00,13:30:00,行业资金流,801730,电池,-1.79,-5000000000.0,-50.0,-6.25,-2600000000.0,-1400000000.0000002,650000000.0,450000000.0,示例电池,SAMPLE,SAMPLE
2026-01-16,2026-01-16 13:30:00,13:30:00,行业资金流,801731,电力设备,-2.08,-6520000000.0,-65.2,-8.15,-3390400000.0,-1825600000.0000002,847600000.0,586800000.0,示例电气,SAMPLE,SAMPLE
2026-01-16,2026-01-16 13:30:00,13:30:00,行业资金流,801732,光伏设备,-1.94,-4740000000.0,-47.4,-5.92,-2464800000.0,-1327200000.0000002,616200000.0,426600000.0,示例光伏,SAMPLE,SAMPLE
2026-01-16,2026-01-16 13:30:00,13:30:00,行业资金流,801780,银行,-0.06,-160000000.0,-1.6,-0.2,-83200000.0,-44800000.00000001,20800000.0,14400000.0,示例银行,SAMPLE,SAMPLE
2026-01-16,2026-01-16 13:30:00,13:30:00,行业资金流,801950,煤炭,0.19,-180000000.0,-1.8,-0.23,-93600000.0,-50400000.00000001,23400000.0,16200000.0,示例煤炭,SAMPLE,SAMPLE
2026-01-16,2026-01-16 13:30:00,13:30:00,行业资金流,801160,电力,-0.57,-900000000.0,-9.0,-1.12,-468000000.0,-252000000.00000003,117000000.0,81000000.0,示例电力,SAMPLE,SAMPLE
2026-01-16,2026-01-16 13:30:00,13:30:00,行业资金流,801161,公用事业,-0.36,-1019999999.9999999,-10.2,-1.27,-530399999.99999994,-285600000.0,132599999.99999999,91799999.99999999,示例公用,SAMPLE,SAMPLE
2026-01-16,2026-01-16 13:30:00,13:30:00,行业资金流,801120,食品饮料,-0.87,-3140000000.0,-31.4,-3.92,-1632800000.0,-879200000.0000001,408200000.0,282600000.0,示例消费,SAMPLE,SAMPLE
2026-01-16,2026-01-16 13:30:00,13:30:00,行业资金流,801150,医药生物,-1.52,-3560000000.0,-35.6,-4.45,-1851200000.0,-996800000.0000001,462800000.0,320400000.0,示例医药,SAMPLE,SAMPLE
2026-01-16,2026-01-16 13:30:00,13:30:00,行业资金流,801151,医疗器械,-1.06,-2980000000.0,-29.8,-3.73,-1549600000.0,-834400000.0000001,387400000.0,268200000.0,示例器械,SAMPLE,SAMPLE
2026-01-16,2026-01-16 13:30:00,13:30:00,行业资金流,801740,国防军工,0.07,-500000000.0,-5.0,-0.62,-260000000.0,-140000000.0,65000000.0,45000000.0,示例军工,SAMPLE,SAMPLE
2026-01-16,2026-01-16 13:30:00,13:30:00,行业资金流,801193,证券Ⅱ,-0.08,480000000.0,4.8,0.6,249600000.0,134400000.0,-62400000.0,-43200000.0,示例证券,SAMPLE,SAMPLE
2026-01-16,2026-01-16 13:30:00,13:30:00,行业资金流,801194,保险Ⅱ,-0.16,-440000000.00000006,-4.4,-0.55,-228800000.00000003,-123200000.00000003,57200000.00000001,39600000.00000001,示例保险,SAMPLE,SAMPLE
2026-01-16,2026-01-16 14:50:00,14:50:00,行业资金流,801080,半导体,1.62,5240000000.0,52.4,6.55,2724800000.0,1467200000.0000002,-681200000.0,-471600000.0,示例芯片,SAMPLE,SAMPLE
2026-01-16,2026-01-16 14:50:00,14:50:00,行业资金流,801081,电子,1.04,2920000000.0,29.2,3.65,1518400000.0,817600000.0000001,-379600000.0,-262800000.0,示例电子,SAMPLE,SAMPLE
2026-01-16,2026-01-16 14:50:00,14:50:00,行业资金流,801770,通信,1.54,3600000000.0,36.0,4.5,1872000000.0,1008000000.0000001,-468000000.0,-324000000.0,示例通信,SAMPLE,SAMPLE
2026-01-16,2026-01-16 14:50:00,14:50:00,行业资金流,801771,通信设备,1.49,4880000000.0,48.8,6.1,2537600000.0,1366400000.0000002,-634400000.0,-439200000.0,示例光模块,SAMPLE,SAMPLE
2026-01-16,2026-01-16 14:50:00,14:50:00,行业资金流,801750,计算机,0.84,2360000000.0,23.6,2.95,1227200000.0,660800000.0000001,-306800000.0,-212400000.0,示例软件,SAMPLE,SAMPLE
2026-01-16,2026-01-16 14:50:00,14:50:00,行业资金流,801760,传媒,0.41,440000000.00000006,4.4,0.55,228800000.00000003,123200000.00000003,-57200000.00000001,-39600000.00000001,示例传媒,SAMPLE,SAMPLE
2026-01-16,2026-01-16 14:50:00,14:50:00,行业资金流,801751,软件开发,0.22,1320000000.0,13.2,1.65,686400000.0,369600000.00000006,-171600000.0,-118800000.0,示例平台,SAMPLE,SAMPLE
2026-01-16,2026-01-16 14:50:00,14:50:00,行业资金流,801730,电池,-2.21,-6200000000.0,-62.0,-7.75,-3224000000.0,-1736000000.0000002,806000000.0,558000000.0,示例电池,SAMPLE,SAMPLE
2026-01-16,2026-01-16 14:50:00,14:50:00,行业资金流,801731,电力设备,-2.58,-7920000000.0,-79.2,-9.9,-4118400000.0,-2217600000.0,1029600000.0,712800000.0,示例电气,SAMPLE,SAMPLE
2026-01-16,2026-01-16 14:50:00,14:50:00,行业资金流,801732,光伏设备,-2.19,-5440000000.0,-54.4,-6.8,-2828800000.0,-1523200000.0000002,707200000.0,489600000.0,示例光伏,SAMPLE,SAMPLE
2026-01-16,2026-01-16 14:50:00,14:50:00,行业资金流,801780,银行,0.01,40000000.0,0.4,0.05,20800000.0,11200000.000000002,-5200000.0,-3600000.0,示例银行,SAMPLE,SAMPLE
2026-01-16,2026-01-16 14:50:00,14:50:00,行业资金流,801950,煤炭,0.26,20000000.0,0.2,0.03,10400000.0,5600000.000000001,-2600000.0,-1800000.0,示例煤炭,SAMPLE,SAMPLE
2026-01-16,2026-01-16 14:50:00,14:50:00,行业资金流,801160,电力,-0.46,-600000000.0,-6.0,-0.75,-312000000.0,-168000000.00000003,78000000.0,54000000.0,示例电力,SAMPLE,SAMPLE
2026-01-16,2026-01-16 14:50:00,14:50:00,行业资金流,801161,公用事业,-0.26,-720000000.0,-7.2,-0.9,-374400000.0,-201600000.00000003,93600000.0,64800000.0,示例公用,SAMPLE,SAMPLE
2026-01-16,2026-01-16 14:50:00,14:50:00,行业资金流,801120,食品饮料,-1.05,-3640000000.0,-36.4,-4.55,-1892800000.0,-1019200000.0000001,473200000.0,327600000.0,示例消费,SAMPLE,SAMPLE
2026-01-16,2026-01-16 14:50:00,14:50:00,行业资金流,801150,医药生物,-1.88,-4560000000.0,-45.6,-5.7,-2371200000.0,-1276800000.0000002,592800000.0,410400000.0,示例医药,SAMPLE,SAMPLE
2026-01-16,2026-01-16 14:50:00,14:50:00,行业资金流,801151,医疗器械,-1.31,-3679999999.9999995,-36.8,-4.6,-1913599999.9999998,-1030400000.0,478399999.99999994,331199999.99999994,示例器械,SAMPLE,SAMPLE
2026-01-16,2026-01-16 14:50:00,14:50:00,行业资金流,801740,国防军工,0.25,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,示例军工,SAMPLE,SAMPLE
2026-01-16,2026-01-16 14:50:00,14:50:00,行业资金流,801193,证券Ⅱ,0.21,1280000000.0,12.8,1.6,665600000.0,358400000.00000006,-166400000.0,-115200000.0,示例证券,SAMPLE,SAMPLE
2026-01-16,2026-01-16 14:50:00,14:50:00,行业资金流,801194,保险Ⅱ,-0.09,-240000000.0,-2.4,-0.3,-124800000.0,-67200000.0,31200000.0,21600000.0,示例保险,SAMPLE,SAMPLE
